name,url,codes,char,category,group,subgroup
"person tipping hand","https://github.githubassets.com/images/icons/emoji/unicode/1f481-2640.png?v8","1F481","💁","People & Body (person-gesture)","People & Body","person-gesture"
"satellite antenna","https://github.githubassets.com/images/icons/emoji/unicode/1f4e1.png?v8","1F4E1","📡","Objects (science)","Objects","science"
"grinning squinting face","https://github.githubassets.com/images/icons/emoji/unicode/1f606.png?v8","1F606","😆","Smileys & Emotion (face-smiling)","Smileys & Emotion","face-smiling"
"flag: American Samoa","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1e6.png?v8","1F1E6 1F1F8","🇦🇸","Flags (country-flag)","Flags","country-flag"
"person in steamy room","https://github.githubassets.com/images/icons/emoji/unicode/1f9d6-2642.png?v8","1F9D6","🧖","People & Body (person-activity)","People & Body","person-activity"
"person in steamy room","https://github.githubassets.com/images/icons/emoji/unicode/1f9d6.png?v8","1F9D6","🧖","People & Body (person-activity)","People & Body","person-activity"
"person in steamy room","https://github.githubassets.com/images/icons/emoji/unicode/1f9d6-2640.png?v8","1F9D6","🧖","People & Body (person-activity)","People & Body","person-activity"
"sauropod","https://github.githubassets.com/images/icons/emoji/unicode/1f995.png?v8","1F995","🦕","Animals & Nature (animal-reptile)","Animals & Nature","animal-reptile"
"saxophone","https://github.githubassets.com/images/icons/emoji/unicode/1f3b7.png?v8","1F3B7","🎷","Objects (musical-instrument)","Objects","musical-instrument"
"scarf","https://github.githubassets.com/images/icons/emoji/unicode/1f9e3.png?v8","1F9E3","🧣","Objects (clothing)","Objects","clothing"
"school","https://github.githubassets.com/images/icons/emoji/unicode/1f3eb.png?v8","1F3EB","🏫","Travel & Places (place-building)","Travel & Places","place-building"
"backpack","https://github.githubassets.com/images/icons/emoji/unicode/1f392.png?v8","1F392","🎒","Objects (clothing)","Objects","clothing"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f52c.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"scissors","https://github.githubassets.com/images/icons/emoji/unicode/2702.png?v8","2702","✂","Objects (office)","Objects","office"
"scorpion","https://github.githubassets.com/images/icons/emoji/unicode/1f982.png?v8","1F982","🦂","Animals & Nature (animal-bug)","Animals & Nature","animal-bug"
"Scorpio","https://github.githubassets.com/images/icons/emoji/unicode/264f.png?v8","264F","♏","Symbols (zodiac)","Symbols","zodiac"
"black flag","https://github.githubassets.com/images/icons/emoji/unicode/1f3f4-e0067-e0062-e0073-e0063-e0074-e007f.png?v8","1F3F4","🏴","Flags (flag)","Flags","flag"
"face screaming in fear","https://github.githubassets.com/images/icons/emoji/unicode/1f631.png?v8","1F631","😱","Smileys & Emotion (face-concerned)","Smileys & Emotion","face-concerned"
"weary cat","https://github.githubassets.com/images/icons/emoji/unicode/1f640.png?v8","1F640","🙀","Smileys & Emotion (cat-face)","Smileys & Emotion","cat-face"
"scroll","https://github.githubassets.com/images/icons/emoji/unicode/1f4dc.png?v8","1F4DC","📜","Objects (book-paper)","Objects","book-paper"
"seat","https://github.githubassets.com/images/icons/emoji/unicode/1f4ba.png?v8","1F4BA","💺","Travel & Places (transport-air)","Travel & Places","transport-air"
"Japanese “secret” button","https://github.githubassets.com/images/icons/emoji/unicode/3299.png?v8","3299","㊙","Symbols (alphanum)","Symbols","alphanum"
"see-no-evil monkey","https://github.githubassets.com/images/icons/emoji/unicode/1f648.png?v8","1F648","🙈","Smileys & Emotion (monkey-face)","Smileys & Emotion","monkey-face"
"seedling","https://github.githubassets.com/images/icons/emoji/unicode/1f331.png?v8","1F331","🌱","Animals & Nature (plant-other)","Animals & Nature","plant-other"
"selfie","https://github.githubassets.com/images/icons/emoji/unicode/1f933.png?v8","1F933","🤳","People & Body (hand-prop)","People & Body","hand-prop"
"flag: Senegal","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1f3.png?v8","1F1F8 1F1F3","🇸🇳","Flags (country-flag)","Flags","country-flag"
"flag: Serbia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f7-1f1f8.png?v8","1F1F7 1F1F8","🇷🇸","Flags (country-flag)","Flags","country-flag"
"dog","https://github.githubassets.com/images/icons/emoji/unicode/1f415-1f9ba.png?v8","1F415","🐕","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"keycap: 7","https://github.githubassets.com/images/icons/emoji/unicode/0037-20e3.png?v8","0037 20E3","7⃣","Symbols (keycap)","Symbols","keycap"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1e8.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"shallow pan of food","https://github.githubassets.com/images/icons/emoji/unicode/1f958.png?v8","1F958","🥘","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"shamrock","https://github.githubassets.com/images/icons/emoji/unicode/2618.png?v8","2618","☘","Animals & Nature (plant-other)","Animals & Nature","plant-other"
"shark","https://github.githubassets.com/images/icons/emoji/unicode/1f988.png?v8","1F988","🦈","Animals & Nature (animal-marine)","Animals & Nature","animal-marine"
"shaved ice","https://github.githubassets.com/images/icons/emoji/unicode/1f367.png?v8","1F367","🍧","Food & Drink (food-sweet)","Food & Drink","food-sweet"
"ewe","https://github.githubassets.com/images/icons/emoji/unicode/1f411.png?v8","1F411","🐑","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"spiral shell","https://github.githubassets.com/images/icons/emoji/unicode/1f41a.png?v8","1F41A","🐚","Animals & Nature (animal-marine)","Animals & Nature","animal-marine"
"shield","https://github.githubassets.com/images/icons/emoji/unicode/1f6e1.png?v8","1F6E1","🛡","Objects (tool)","Objects","tool"
"shinto shrine","https://github.githubassets.com/images/icons/emoji/unicode/26e9.png?v8","26E9","⛩","Travel & Places (place-religious)","Travel & Places","place-religious"
"ship","https://github.githubassets.com/images/icons/emoji/unicode/1f6a2.png?v8","1F6A2","🚢","Travel & Places (transport-water)","Travel & Places","transport-water"
"shipit","https://github.githubassets.com/images/icons/emoji/shipit.png?v8",undefined,undefined,undefined,undefined,undefined
"t-shirt","https://github.githubassets.com/images/icons/emoji/unicode/1f455.png?v8","1F455","👕","Objects (clothing)","Objects","clothing"
"pile of poo","https://github.githubassets.com/images/icons/emoji/unicode/1f4a9.png?v8","1F4A9","💩","Smileys & Emotion (face-costume)","Smileys & Emotion","face-costume"
"man’s shoe","https://github.githubassets.com/images/icons/emoji/unicode/1f45e.png?v8","1F45E","👞","Objects (clothing)","Objects","clothing"
"shopping bags","https://github.githubassets.com/images/icons/emoji/unicode/1f6cd.png?v8","1F6CD","🛍","Objects (clothing)","Objects","clothing"
"shopping cart","https://github.githubassets.com/images/icons/emoji/unicode/1f6d2.png?v8","1F6D2","🛒","Objects (household)","Objects","household"
"shorts","https://github.githubassets.com/images/icons/emoji/unicode/1fa73.png?v8","1FA73","🩳","Objects (clothing)","Objects","clothing"
"shower","https://github.githubassets.com/images/icons/emoji/unicode/1f6bf.png?v8","1F6BF","🚿","Objects (household)","Objects","household"
"shrimp","https://github.githubassets.com/images/icons/emoji/unicode/1f990.png?v8","1F990","🦐","Food & Drink (food-marine)","Food & Drink","food-marine"
"person shrugging","https://github.githubassets.com/images/icons/emoji/unicode/1f937.png?v8","1F937","🤷","People & Body (person-gesture)","People & Body","person-gesture"
"shushing face","https://github.githubassets.com/images/icons/emoji/unicode/1f92b.png?v8","1F92B","🤫","Smileys & Emotion (face-hand)","Smileys & Emotion","face-hand"
"flag: Lesotho","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1f1.png?v8","1F1F1 1F1F8","🇱🇸","Flags (country-flag)","Flags","country-flag"
"antenna bars","https://github.githubassets.com/images/icons/emoji/unicode/1f4f6.png?v8","1F4F6","📶","Symbols (av-symbol)","Symbols","av-symbol"
"flag: Guernsey","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1ec.png?v8","1F1EC 1F1EC","🇬🇬","Flags (country-flag)","Flags","country-flag"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f3a4.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"flag: South Sudan","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1fd.png?v8","1F1F8 1F1F8","🇸🇸","Flags (country-flag)","Flags","country-flag"
"keycap: 6","https://github.githubassets.com/images/icons/emoji/unicode/0036-20e3.png?v8","0036 20E3","6⃣","Symbols (keycap)","Symbols","keycap"
"dotted six-pointed star","https://github.githubassets.com/images/icons/emoji/unicode/1f52f.png?v8","1F52F","🔯","Symbols (religion)","Symbols","religion"
"skateboard","https://github.githubassets.com/images/icons/emoji/unicode/1f6f9.png?v8","1F6F9","🛹","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"skis","https://github.githubassets.com/images/icons/emoji/unicode/1f3bf.png?v8","1F3BF","🎿","Activities (sport)","Activities","sport"
"skier","https://github.githubassets.com/images/icons/emoji/unicode/26f7.png?v8","26F7","⛷","People & Body (person-sport)","People & Body","person-sport"
"skull","https://github.githubassets.com/images/icons/emoji/unicode/1f480.png?v8","1F480","💀","Smileys & Emotion (face-negative)","Smileys & Emotion","face-negative"
"skull and crossbones","https://github.githubassets.com/images/icons/emoji/unicode/2620.png?v8","2620","☠","Smileys & Emotion (face-negative)","Smileys & Emotion","face-negative"
"skunk","https://github.githubassets.com/images/icons/emoji/unicode/1f9a8.png?v8","1F9A8","🦨","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"sled","https://github.githubassets.com/images/icons/emoji/unicode/1f6f7.png?v8","1F6F7","🛷","Activities (sport)","Activities","sport"
"sleeping face","https://github.githubassets.com/images/icons/emoji/unicode/1f634.png?v8","1F634","😴","Smileys & Emotion (face-sleepy)","Smileys & Emotion","face-sleepy"
"person in bed","https://github.githubassets.com/images/icons/emoji/unicode/1f6cc.png?v8","1F6CC","🛌","People & Body (person-resting)","People & Body","person-resting"
"sleepy face","https://github.githubassets.com/images/icons/emoji/unicode/1f62a.png?v8","1F62A","😪","Smileys & Emotion (face-sleepy)","Smileys & Emotion","face-sleepy"
"slightly frowning face","https://github.githubassets.com/images/icons/emoji/unicode/1f641.png?v8","1F641","🙁","Smileys & Emotion (face-concerned)","Smileys & Emotion","face-concerned"
"slightly smiling face","https://github.githubassets.com/images/icons/emoji/unicode/1f642.png?v8","1F642","🙂","Smileys & Emotion (face-smiling)","Smileys & Emotion","face-smiling"
"slot machine","https://github.githubassets.com/images/icons/emoji/unicode/1f3b0.png?v8","1F3B0","🎰","Activities (game)","Activities","game"
"sloth","https://github.githubassets.com/images/icons/emoji/unicode/1f9a5.png?v8","1F9A5","🦥","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"flag: Slovakia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1f0.png?v8","1F1F8 1F1F0","🇸🇰","Flags (country-flag)","Flags","country-flag"
"flag: Iceland","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1ee.png?v8","1F1EE 1F1F8","🇮🇸","Flags (country-flag)","Flags","country-flag"
"small airplane","https://github.githubassets.com/images/icons/emoji/unicode/1f6e9.png?v8","1F6E9","🛩","Travel & Places (transport-air)","Travel & Places","transport-air"
"small blue diamond","https://github.githubassets.com/images/icons/emoji/unicode/1f539.png?v8","1F539","🔹","Symbols (geometric)","Symbols","geometric"
"small orange diamond","https://github.githubassets.com/images/icons/emoji/unicode/1f538.png?v8","1F538","🔸","Symbols (geometric)","Symbols","geometric"
"red triangle pointed up","https://github.githubassets.com/images/icons/emoji/unicode/1f53a.png?v8","1F53A","🔺","Symbols (geometric)","Symbols","geometric"
"red triangle pointed down","https://github.githubassets.com/images/icons/emoji/unicode/1f53b.png?v8","1F53B","🔻","Symbols (geometric)","Symbols","geometric"
"grinning face with smiling eyes","https://github.githubassets.com/images/icons/emoji/unicode/1f604.png?v8","1F604","😄","Smileys & Emotion (face-smiling)","Smileys & Emotion","face-smiling"
"grinning cat with smiling eyes","https://github.githubassets.com/images/icons/emoji/unicode/1f638.png?v8","1F638","😸","Smileys & Emotion (cat-face)","Smileys & Emotion","cat-face"
"grinning face with big eyes","https://github.githubassets.com/images/icons/emoji/unicode/1f603.png?v8","1F603","😃","Smileys & Emotion (face-smiling)","Smileys & Emotion","face-smiling"
"grinning cat","https://github.githubassets.com/images/icons/emoji/unicode/1f63a.png?v8","1F63A","😺","Smileys & Emotion (cat-face)","Smileys & Emotion","cat-face"
"smiling face with hearts","https://github.githubassets.com/images/icons/emoji/unicode/1f970.png?v8","1F970","🥰","Smileys & Emotion (face-affection)","Smileys & Emotion","face-affection"
"smiling face with horns","https://github.githubassets.com/images/icons/emoji/unicode/1f608.png?v8","1F608","😈","Smileys & Emotion (face-negative)","Smileys & Emotion","face-negative"
"smirking face","https://github.githubassets.com/images/icons/emoji/unicode/1f60f.png?v8","1F60F","😏","Smileys & Emotion (face-neutral-skeptical)","Smileys & Emotion","face-neutral-skeptical"
"cat with wry smile","https://github.githubassets.com/images/icons/emoji/unicode/1f63c.png?v8","1F63C","😼","Smileys & Emotion (cat-face)","Smileys & Emotion","cat-face"
"cigarette","https://github.githubassets.com/images/icons/emoji/unicode/1f6ac.png?v8","1F6AC","🚬","Objects (other-object)","Objects","other-object"
"snail","https://github.githubassets.com/images/icons/emoji/unicode/1f40c.png?v8","1F40C","🐌","Animals & Nature (animal-bug)","Animals & Nature","animal-bug"
"snake","https://github.githubassets.com/images/icons/emoji/unicode/1f40d.png?v8","1F40D","🐍","Animals & Nature (animal-reptile)","Animals & Nature","animal-reptile"
"sneezing face","https://github.githubassets.com/images/icons/emoji/unicode/1f927.png?v8","1F927","🤧","Smileys & Emotion (face-unwell)","Smileys & Emotion","face-unwell"
"snowboarder","https://github.githubassets.com/images/icons/emoji/unicode/1f3c2.png?v8","1F3C2","🏂","People & Body (person-sport)","People & Body","person-sport"
"snowflake","https://github.githubassets.com/images/icons/emoji/unicode/2744.png?v8","2744","❄","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"snowman without snow","https://github.githubassets.com/images/icons/emoji/unicode/26c4.png?v8","26C4","⛄","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"snowman","https://github.githubassets.com/images/icons/emoji/unicode/2603.png?v8","2603","☃","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"soap","https://github.githubassets.com/images/icons/emoji/unicode/1f9fc.png?v8","1F9FC","🧼","Objects (household)","Objects","household"
"loudly crying face","https://github.githubassets.com/images/icons/emoji/unicode/1f62d.png?v8","1F62D","😭","Smileys & Emotion (face-concerned)","Smileys & Emotion","face-concerned"
"soccer ball","https://github.githubassets.com/images/icons/emoji/unicode/26bd.png?v8","26BD","⚽","Activities (sport)","Activities","sport"
"socks","https://github.githubassets.com/images/icons/emoji/unicode/1f9e6.png?v8","1F9E6","🧦","Objects (clothing)","Objects","clothing"
"softball","https://github.githubassets.com/images/icons/emoji/unicode/1f94e.png?v8","1F94E","🥎","Activities (sport)","Activities","sport"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1e7.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"flag: Somalia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1f4.png?v8","1F1F8 1F1F4","🇸🇴","Flags (country-flag)","Flags","country-flag"
"SOON arrow","https://github.githubassets.com/images/icons/emoji/unicode/1f51c.png?v8","1F51C","🔜","Symbols (arrow)","Symbols","arrow"
"SOS button","https://github.githubassets.com/images/icons/emoji/unicode/1f198.png?v8","1F198","🆘","Symbols (alphanum)","Symbols","alphanum"
"speaker medium volume","https://github.githubassets.com/images/icons/emoji/unicode/1f509.png?v8","1F509","🔉","Objects (sound)","Objects","sound"
"flag: Azerbaijan","https://github.githubassets.com/images/icons/emoji/unicode/1f1ff-1f1e6.png?v8","1F1E6 1F1FF","🇦🇿","Flags (country-flag)","Flags","country-flag"
"flag: Guernsey","https://github.githubassets.com/images/icons/emoji/unicode/1f1ec-1f1f8.png?v8","1F1EC 1F1EC","🇬🇬","Flags (country-flag)","Flags","country-flag"
"flag: South Sudan","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1f8.png?v8","1F1F8 1F1F8","🇸🇸","Flags (country-flag)","Flags","country-flag"
"alien monster","https://github.githubassets.com/images/icons/emoji/unicode/1f47e.png?v8","1F47E","👾","Smileys & Emotion (face-costume)","Smileys & Emotion","face-costume"
"spade suit","https://github.githubassets.com/images/icons/emoji/unicode/2660.png?v8","2660","♠","Activities (game)","Activities","game"
"spaghetti","https://github.githubassets.com/images/icons/emoji/unicode/1f35d.png?v8","1F35D","🍝","Food & Drink (food-asian)","Food & Drink","food-asian"
"sparkle","https://github.githubassets.com/images/icons/emoji/unicode/2747.png?v8","2747","❇","Symbols (other-symbol)","Symbols","other-symbol"
"sparkler","https://github.githubassets.com/images/icons/emoji/unicode/1f387.png?v8","1F387","🎇","Activities (event)","Activities","event"
"sparkles","https://github.githubassets.com/images/icons/emoji/unicode/2728.png?v8","2728","✨","Activities (event)","Activities","event"
"sparkling heart","https://github.githubassets.com/images/icons/emoji/unicode/1f496.png?v8","1F496","💖","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"speak-no-evil monkey","https://github.githubassets.com/images/icons/emoji/unicode/1f64a.png?v8","1F64A","🙊","Smileys & Emotion (monkey-face)","Smileys & Emotion","monkey-face"
"speaker low volume","https://github.githubassets.com/images/icons/emoji/unicode/1f508.png?v8","1F508","🔈","Objects (sound)","Objects","sound"
"speaking head","https://github.githubassets.com/images/icons/emoji/unicode/1f5e3.png?v8","1F5E3","🗣","People & Body (person-symbol)","People & Body","person-symbol"
"speech balloon","https://github.githubassets.com/images/icons/emoji/unicode/1f4ac.png?v8","1F4AC","💬","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"speedboat","https://github.githubassets.com/images/icons/emoji/unicode/1f6a4.png?v8","1F6A4","🚤","Travel & Places (transport-water)","Travel & Places","transport-water"
"spider","https://github.githubassets.com/images/icons/emoji/unicode/1f577.png?v8","1F577","🕷","Animals & Nature (animal-bug)","Animals & Nature","animal-bug"
"spider web","https://github.githubassets.com/images/icons/emoji/unicode/1f578.png?v8","1F578","🕸","Animals & Nature (animal-bug)","Animals & Nature","animal-bug"
"spiral calendar","https://github.githubassets.com/images/icons/emoji/unicode/1f5d3.png?v8","1F5D3","🗓","Objects (office)","Objects","office"
"spiral notepad","https://github.githubassets.com/images/icons/emoji/unicode/1f5d2.png?v8","1F5D2","🗒","Objects (office)","Objects","office"
"sponge","https://github.githubassets.com/images/icons/emoji/unicode/1f9fd.png?v8","1F9FD","🧽","Objects (household)","Objects","household"
"spoon","https://github.githubassets.com/images/icons/emoji/unicode/1f944.png?v8","1F944","🥄","Food & Drink (dishware)","Food & Drink","dishware"
"squid","https://github.githubassets.com/images/icons/emoji/unicode/1f991.png?v8","1F991","🦑","Food & Drink (food-marine)","Food & Drink","food-marine"
"flag: Sri Lanka","https://github.githubassets.com/images/icons/emoji/unicode/1f1f1-1f1f0.png?v8","1F1F1 1F1F0","🇱🇰","Flags (country-flag)","Flags","country-flag"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1f1.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"flag: St. Helena","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1ed.png?v8","1F1F8 1F1ED","🇸🇭","Flags (country-flag)","Flags","country-flag"
"flag: St. Kitts & Nevis","https://github.githubassets.com/images/icons/emoji/unicode/1f1f0-1f1f3.png?v8","1F1F0 1F1F3","🇰🇳","Flags (country-flag)","Flags","country-flag"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1f1-1f1e8.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"flag: Micronesia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f2-1f1eb.png?v8","1F1EB 1F1F2","🇫🇲","Flags (country-flag)","Flags","country-flag"
"flag: Myanmar (Burma)","https://github.githubassets.com/images/icons/emoji/unicode/1f1f5-1f1f2.png?v8","1F1F2 1F1F2","🇲🇲","Flags (country-flag)","Flags","country-flag"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1fb-1f1e8.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"stadium","https://github.githubassets.com/images/icons/emoji/unicode/1f3df.png?v8","1F3DF","🏟","Travel & Places (place-building)","Travel & Places","place-building"
"person standing","https://github.githubassets.com/images/icons/emoji/unicode/1f9cd-2642.png?v8","1F9CD","🧍","People & Body (person-activity)","People & Body","person-activity"
"person standing","https://github.githubassets.com/images/icons/emoji/unicode/1f9cd.png?v8","1F9CD","🧍","People & Body (person-activity)","People & Body","person-activity"
"person standing","https://github.githubassets.com/images/icons/emoji/unicode/1f9cd-2640.png?v8","1F9CD","🧍","People & Body (person-activity)","People & Body","person-activity"
"star","https://github.githubassets.com/images/icons/emoji/unicode/2b50.png?v8","2B50","⭐","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"glowing star","https://github.githubassets.com/images/icons/emoji/unicode/1f31f.png?v8","1F31F","🌟","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"star and crescent","https://github.githubassets.com/images/icons/emoji/unicode/262a.png?v8","262A","☪","Symbols (religion)","Symbols","religion"
"star of David","https://github.githubassets.com/images/icons/emoji/unicode/2721.png?v8","2721","✡","Symbols (religion)","Symbols","religion"
"star-struck","https://github.githubassets.com/images/icons/emoji/unicode/1f929.png?v8","1F929","🤩","Smileys & Emotion (face-affection)","Smileys & Emotion","face-affection"
"shooting star","https://github.githubassets.com/images/icons/emoji/unicode/1f320.png?v8","1F320","🌠","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"station","https://github.githubassets.com/images/icons/emoji/unicode/1f689.png?v8","1F689","🚉","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"Statue of Liberty","https://github.githubassets.com/images/icons/emoji/unicode/1f5fd.png?v8","1F5FD","🗽","Travel & Places (place-building)","Travel & Places","place-building"
"locomotive","https://github.githubassets.com/images/icons/emoji/unicode/1f682.png?v8","1F682","🚂","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"stethoscope","https://github.githubassets.com/images/icons/emoji/unicode/1fa7a.png?v8","1FA7A","🩺","Objects (medical)","Objects","medical"
"pot of food","https://github.githubassets.com/images/icons/emoji/unicode/1f372.png?v8","1F372","🍲","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"stop button","https://github.githubassets.com/images/icons/emoji/unicode/23f9.png?v8","23F9","⏹","Symbols (av-symbol)","Symbols","av-symbol"
"stop sign","https://github.githubassets.com/images/icons/emoji/unicode/1f6d1.png?v8","1F6D1","🛑","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"stopwatch","https://github.githubassets.com/images/icons/emoji/unicode/23f1.png?v8","23F1","⏱","Travel & Places (time)","Travel & Places","time"
"straight ruler","https://github.githubassets.com/images/icons/emoji/unicode/1f4cf.png?v8","1F4CF","📏","Objects (office)","Objects","office"
"strawberry","https://github.githubassets.com/images/icons/emoji/unicode/1f353.png?v8","1F353","🍓","Food & Drink (food-fruit)","Food & Drink","food-fruit"
"face with tongue","https://github.githubassets.com/images/icons/emoji/unicode/1f61b.png?v8","1F61B","😛","Smileys & Emotion (face-tongue)","Smileys & Emotion","face-tongue"
"squinting face with tongue","https://github.githubassets.com/images/icons/emoji/unicode/1f61d.png?v8","1F61D","😝","Smileys & Emotion (face-tongue)","Smileys & Emotion","face-tongue"
"winking face with tongue","https://github.githubassets.com/images/icons/emoji/unicode/1f61c.png?v8","1F61C","😜","Smileys & Emotion (face-tongue)","Smileys & Emotion","face-tongue"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f393.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"studio microphone","https://github.githubassets.com/images/icons/emoji/unicode/1f399.png?v8","1F399","🎙","Objects (music)","Objects","music"
"stuffed flatbread","https://github.githubassets.com/images/icons/emoji/unicode/1f959.png?v8","1F959","🥙","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"flag: Sudan","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1e9.png?v8","1F1F8 1F1E9","🇸🇩","Flags (country-flag)","Flags","country-flag"
"sun behind large cloud","https://github.githubassets.com/images/icons/emoji/unicode/1f325.png?v8","1F325","🌥","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"sun behind rain cloud","https://github.githubassets.com/images/icons/emoji/unicode/1f326.png?v8","1F326","🌦","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"sun behind small cloud","https://github.githubassets.com/images/icons/emoji/unicode/1f324.png?v8","1F324","🌤","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"sun with face","https://github.githubassets.com/images/icons/emoji/unicode/1f31e.png?v8","1F31E","🌞","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"sunflower","https://github.githubassets.com/images/icons/emoji/unicode/1f33b.png?v8","1F33B","🌻","Animals & Nature (plant-flower)","Animals & Nature","plant-flower"
"smiling face with sunglasses","https://github.githubassets.com/images/icons/emoji/unicode/1f60e.png?v8","1F60E","😎","Smileys & Emotion (face-glasses)","Smileys & Emotion","face-glasses"
"sun","https://github.githubassets.com/images/icons/emoji/unicode/2600.png?v8","2600","☀","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"sunrise","https://github.githubassets.com/images/icons/emoji/unicode/1f305.png?v8","1F305","🌅","Travel & Places (place-other)","Travel & Places","place-other"
"sunrise over mountains","https://github.githubassets.com/images/icons/emoji/unicode/1f304.png?v8","1F304","🌄","Travel & Places (place-other)","Travel & Places","place-other"
"superhero","https://github.githubassets.com/images/icons/emoji/unicode/1f9b8.png?v8","1F9B8","🦸","People & Body (person-fantasy)","People & Body","person-fantasy"
"superhero","https://github.githubassets.com/images/icons/emoji/unicode/1f9b8-2642.png?v8","1F9B8","🦸","People & Body (person-fantasy)","People & Body","person-fantasy"
"superhero","https://github.githubassets.com/images/icons/emoji/unicode/1f9b8-2640.png?v8","1F9B8","🦸","People & Body (person-fantasy)","People & Body","person-fantasy"
"supervillain","https://github.githubassets.com/images/icons/emoji/unicode/1f9b9.png?v8","1F9B9","🦹","People & Body (person-fantasy)","People & Body","person-fantasy"
"supervillain","https://github.githubassets.com/images/icons/emoji/unicode/1f9b9-2642.png?v8","1F9B9","🦹","People & Body (person-fantasy)","People & Body","person-fantasy"
"supervillain","https://github.githubassets.com/images/icons/emoji/unicode/1f9b9-2640.png?v8","1F9B9","🦹","People & Body (person-fantasy)","People & Body","person-fantasy"
"person surfing","https://github.githubassets.com/images/icons/emoji/unicode/1f3c4.png?v8","1F3C4","🏄","People & Body (person-sport)","People & Body","person-sport"
"person surfing","https://github.githubassets.com/images/icons/emoji/unicode/1f3c4-2642.png?v8","1F3C4","🏄","People & Body (person-sport)","People & Body","person-sport"
"person surfing","https://github.githubassets.com/images/icons/emoji/unicode/1f3c4-2640.png?v8","1F3C4","🏄","People & Body (person-sport)","People & Body","person-sport"
"flag: Serbia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1f7.png?v8","1F1F7 1F1F8","🇷🇸","Flags (country-flag)","Flags","country-flag"
"sushi","https://github.githubassets.com/images/icons/emoji/unicode/1f363.png?v8","1F363","🍣","Food & Drink (food-asian)","Food & Drink","food-asian"
"suspect","https://github.githubassets.com/images/icons/emoji/suspect.png?v8",undefined,undefined,undefined,undefined,undefined
"suspension railway","https://github.githubassets.com/images/icons/emoji/unicode/1f69f.png?v8","1F69F","🚟","Travel & Places (transport-air)","Travel & Places","transport-air"
