name,url,codes,char,category,group,subgroup
"post office","https://github.githubassets.com/images/icons/emoji/unicode/1f3e4.png?v8","1F3E4","🏤","Travel & Places (place-building)","Travel & Places","place-building"
"flag: Estonia","https://github.githubassets.com/images/icons/emoji/unicode/1f1ea-1f1fa.png?v8","1F1EA 1F1EA","🇪🇪","Flags (country-flag)","Flags","country-flag"
"evergreen tree","https://github.githubassets.com/images/icons/emoji/unicode/1f332.png?v8","1F332","🌲","Animals & Nature (plant-other)","Animals & Nature","plant-other"
"exclamation mark","https://github.githubassets.com/images/icons/emoji/unicode/2757.png?v8","2757","❗","Symbols (other-symbol)","Symbols","other-symbol"
"exploding head","https://github.githubassets.com/images/icons/emoji/unicode/1f92f.png?v8","1F92F","🤯","Smileys & Emotion (face-unwell)","Smileys & Emotion","face-unwell"
"expressionless face","https://github.githubassets.com/images/icons/emoji/unicode/1f611.png?v8","1F611","😑","Smileys & Emotion (face-neutral-skeptical)","Smileys & Emotion","face-neutral-skeptical"
"eye","https://github.githubassets.com/images/icons/emoji/unicode/1f441.png?v8","1F441","👁","People & Body (body-parts)","People & Body","body-parts"
"left speech bubble","https://github.githubassets.com/images/icons/emoji/unicode/1f441-1f5e8.png?v8","1F5E8","🗨","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"glasses","https://github.githubassets.com/images/icons/emoji/unicode/1f453.png?v8","1F453","👓","Objects (clothing)","Objects","clothing"
"eyes","https://github.githubassets.com/images/icons/emoji/unicode/1f440.png?v8","1F440","👀","People & Body (body-parts)","People & Body","body-parts"
"face with head-bandage","https://github.githubassets.com/images/icons/emoji/unicode/1f915.png?v8","1F915","🤕","Smileys & Emotion (face-unwell)","Smileys & Emotion","face-unwell"
"face with thermometer","https://github.githubassets.com/images/icons/emoji/unicode/1f912.png?v8","1F912","🤒","Smileys & Emotion (face-unwell)","Smileys & Emotion","face-unwell"
"person facepalming","https://github.githubassets.com/images/icons/emoji/unicode/1f926.png?v8","1F926","🤦","People & Body (person-gesture)","People & Body","person-gesture"
"oncoming fist","https://github.githubassets.com/images/icons/emoji/unicode/1f44a.png?v8","1F44A","👊","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"factory","https://github.githubassets.com/images/icons/emoji/unicode/1f3ed.png?v8","1F3ED","🏭","Travel & Places (place-building)","Travel & Places","place-building"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f3ed.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"fairy","https://github.githubassets.com/images/icons/emoji/unicode/1f9da.png?v8","1F9DA","🧚","People & Body (person-fantasy)","People & Body","person-fantasy"
"fairy","https://github.githubassets.com/images/icons/emoji/unicode/1f9da-2642.png?v8","1F9DA","🧚","People & Body (person-fantasy)","People & Body","person-fantasy"
"fairy","https://github.githubassets.com/images/icons/emoji/unicode/1f9da-2640.png?v8","1F9DA","🧚","People & Body (person-fantasy)","People & Body","person-fantasy"
"falafel","https://github.githubassets.com/images/icons/emoji/unicode/1f9c6.png?v8","1F9C6","🧆","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"flag: Falkland Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1eb-1f1f0.png?v8","1F1EB 1F1F0","🇫🇰","Flags (country-flag)","Flags","country-flag"
"fallen leaf","https://github.githubassets.com/images/icons/emoji/unicode/1f342.png?v8","1F342","🍂","Animals & Nature (plant-other)","Animals & Nature","plant-other"
"family","https://github.githubassets.com/images/icons/emoji/unicode/1f46a.png?v8","1F46A","👪","People & Body (family)","People & Body","family"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f466-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f467-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f467-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f468-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f468-1f466-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f468-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f468-1f467-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f468-1f467-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f469-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f469-1f466-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f469-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f469-1f467-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f468-1f469-1f467-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f466-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f467-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f467-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f469-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f469-1f466-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f469-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f469-1f467-1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"girl","https://github.githubassets.com/images/icons/emoji/unicode/1f469-1f469-1f467-1f467.png?v8","1F467","👧","People & Body (person)","People & Body","person"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f33e.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"flag: Faroe Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1eb-1f1f4.png?v8","1F1EB 1F1F4","🇫🇴","Flags (country-flag)","Flags","country-flag"
"fast-forward button","https://github.githubassets.com/images/icons/emoji/unicode/23e9.png?v8","23E9","⏩","Symbols (av-symbol)","Symbols","av-symbol"
"fax machine","https://github.githubassets.com/images/icons/emoji/unicode/1f4e0.png?v8","1F4E0","📠","Objects (phone)","Objects","phone"
"fearful face","https://github.githubassets.com/images/icons/emoji/unicode/1f628.png?v8","1F628","😨","Smileys & Emotion (face-concerned)","Smileys & Emotion","face-concerned"
"feelsgood","https://github.githubassets.com/images/icons/emoji/feelsgood.png?v8",undefined,undefined,undefined,undefined,undefined
"paw prints","https://github.githubassets.com/images/icons/emoji/unicode/1f43e.png?v8","1F43E","🐾","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"detective","https://github.githubassets.com/images/icons/emoji/unicode/1f575-2640.png?v8","1F575","🕵","People & Body (person-role)","People & Body","person-role"
"female sign","https://github.githubassets.com/images/icons/emoji/unicode/2640.png?v8","2640","♀","Symbols (gender)","Symbols","gender"
"ferris wheel","https://github.githubassets.com/images/icons/emoji/unicode/1f3a1.png?v8","1F3A1","🎡","Travel & Places (place-other)","Travel & Places","place-other"
"ferry","https://github.githubassets.com/images/icons/emoji/unicode/26f4.png?v8","26F4","⛴","Travel & Places (transport-water)","Travel & Places","transport-water"
"field hockey","https://github.githubassets.com/images/icons/emoji/unicode/1f3d1.png?v8","1F3D1","🏑","Activities (sport)","Activities","sport"
"flag: Fiji","https://github.githubassets.com/images/icons/emoji/unicode/1f1eb-1f1ef.png?v8","1F1EB 1F1EF","🇫🇯","Flags (country-flag)","Flags","country-flag"
"file cabinet","https://github.githubassets.com/images/icons/emoji/unicode/1f5c4.png?v8","1F5C4","🗄","Objects (office)","Objects","office"
"file folder","https://github.githubassets.com/images/icons/emoji/unicode/1f4c1.png?v8","1F4C1","📁","Objects (office)","Objects","office"
"film projector","https://github.githubassets.com/images/icons/emoji/unicode/1f4fd.png?v8","1F4FD","📽","Objects (light & video)","Objects","light & video"
"film frames","https://github.githubassets.com/images/icons/emoji/unicode/1f39e.png?v8","1F39E","🎞","Objects (light & video)","Objects","light & video"
"flag: Finland","https://github.githubassets.com/images/icons/emoji/unicode/1f1eb-1f1ee.png?v8","1F1EB 1F1EE","🇫🇮","Flags (country-flag)","Flags","country-flag"
"finnadie","https://github.githubassets.com/images/icons/emoji/finnadie.png?v8",undefined,undefined,undefined,undefined,undefined
"fire","https://github.githubassets.com/images/icons/emoji/unicode/1f525.png?v8","1F525","🔥","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"fire engine","https://github.githubassets.com/images/icons/emoji/unicode/1f692.png?v8","1F692","🚒","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"fire extinguisher","https://github.githubassets.com/images/icons/emoji/unicode/1f9ef.png?v8","1F9EF","🧯","Objects (household)","Objects","household"
"firecracker","https://github.githubassets.com/images/icons/emoji/unicode/1f9e8.png?v8","1F9E8","🧨","Activities (event)","Activities","event"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f692.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"fireworks","https://github.githubassets.com/images/icons/emoji/unicode/1f386.png?v8","1F386","🎆","Activities (event)","Activities","event"
"first quarter moon","https://github.githubassets.com/images/icons/emoji/unicode/1f313.png?v8","1F313","🌓","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"first quarter moon face","https://github.githubassets.com/images/icons/emoji/unicode/1f31b.png?v8","1F31B","🌛","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"fish","https://github.githubassets.com/images/icons/emoji/unicode/1f41f.png?v8","1F41F","🐟","Animals & Nature (animal-marine)","Animals & Nature","animal-marine"
"fish cake with swirl","https://github.githubassets.com/images/icons/emoji/unicode/1f365.png?v8","1F365","🍥","Food & Drink (food-asian)","Food & Drink","food-asian"
"fishing pole","https://github.githubassets.com/images/icons/emoji/unicode/1f3a3.png?v8","1F3A3","🎣","Activities (sport)","Activities","sport"
"raised fist","https://github.githubassets.com/images/icons/emoji/unicode/270a.png?v8","270A","✊","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"left-facing fist","https://github.githubassets.com/images/icons/emoji/unicode/1f91b.png?v8","1F91B","🤛","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"oncoming fist","https://github.githubassets.com/images/icons/emoji/unicode/1f44a.png?v8","1F44A","👊","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"raised fist","https://github.githubassets.com/images/icons/emoji/unicode/270a.png?v8","270A","✊","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"right-facing fist","https://github.githubassets.com/images/icons/emoji/unicode/1f91c.png?v8","1F91C","🤜","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"keycap: 5","https://github.githubassets.com/images/icons/emoji/unicode/0035-20e3.png?v8","0035 20E3","5⃣","Symbols (keycap)","Symbols","keycap"
"carp streamer","https://github.githubassets.com/images/icons/emoji/unicode/1f38f.png?v8","1F38F","🎏","Activities (event)","Activities","event"
"flamingo","https://github.githubassets.com/images/icons/emoji/unicode/1f9a9.png?v8","1F9A9","🦩","Animals & Nature (animal-bird)","Animals & Nature","animal-bird"
"flashlight","https://github.githubassets.com/images/icons/emoji/unicode/1f526.png?v8","1F526","🔦","Objects (light & video)","Objects","light & video"
"flat shoe","https://github.githubassets.com/images/icons/emoji/unicode/1f97f.png?v8","1F97F","🥿","Objects (clothing)","Objects","clothing"
"fleur-de-lis","https://github.githubassets.com/images/icons/emoji/unicode/269c.png?v8","269C","⚜","Symbols (other-symbol)","Symbols","other-symbol"
"airplane arrival","https://github.githubassets.com/images/icons/emoji/unicode/1f6ec.png?v8","1F6EC","🛬","Travel & Places (transport-air)","Travel & Places","transport-air"
"airplane departure","https://github.githubassets.com/images/icons/emoji/unicode/1f6eb.png?v8","1F6EB","🛫","Travel & Places (transport-air)","Travel & Places","transport-air"
"dolphin","https://github.githubassets.com/images/icons/emoji/unicode/1f42c.png?v8","1F42C","🐬","Animals & Nature (animal-marine)","Animals & Nature","animal-marine"
"floppy disk","https://github.githubassets.com/images/icons/emoji/unicode/1f4be.png?v8","1F4BE","💾","Objects (computer)","Objects","computer"
